Date,Close,High,Low,Open,Volume,symbol,swing_high,swing_low,last_swing_high,last_swing_low,bos,bos_down,range_ok,buy_signal,sell_signal,position,entry_price,risk_amount,qty,trade_pnl,equity_curve,strategy_returns,peak,drawdown
2016-01-08 00:00:00,222.26353454589844,223.81282383121436,220.3025430765852,221.0176085710197,21313199.0,RELIANCE.NS,False,False,225.0046088392531,213.80199532224194,False,False,True,0.0,0.0,1.0,217.65899658203125,2000.0,918.8685197518315,0.0,1.0,0.0,1.0,0.0
2016-01-11 00:00:00,227.86480712890625,229.85830020526586,219.0674449426684,220.1400286902471,29016443.0,RELIANCE.NS,False,False,225.0046088392531,213.80199532224194,True,False,True,0.0,0.0,1.0,217.65899658203125,2000.0,918.8685197518315,0.0,1.0,0.0,1.0,0.0
2016-01-12 00:00:00,226.53219604492188,230.85503242835276,225.58961900047527,228.60152620236326,23373377.0,RELIANCE.NS,False,False,225.0046088392531,213.80199532224194,True,False,True,1.0,0.0,1.0,217.65899658203125,2000.0,918.8685197518315,0.0,1.0,0.0,1.0,0.0
2016-01-13 00:00:00,233.33609008789062,236.1313198658129,226.9114067252699,228.18984885104433,71802356.0,RELIANCE.NS,True,False,236.1313198658129,213.80199532224194,False,False,True,1.0,0.0,1.0,217.65899658203125,2000.0,918.8685197518315,0.0,1.0,0.0,1.0,0.0
2016-01-14 00:00:00,230.04244995117188,234.23529394246754,228.17897819728532,230.51915539157707,27823189.0,RELIANCE.NS,False,False,236.1313198658129,213.80199532224194,False,False,True,0.0,0.0,1.0,217.65899658203125,2000.0,918.8685197518315,0.0,1.0,0.0,1.0,0.0
2016-01-15 00:00:00,232.56683349609375,236.07711399088967,230.89837157336237,231.7976130862865,28767318.0,RELIANCE.NS,False,False,236.1313198658129,213.80199532224194,False,False,True,0.0,0.0,1.0,217.65899658203125,2000.0,918.8685197518315,0.0,1.0,0.0,1.0,0.0
2016-01-18 00:00:00,220.33505249023438,234.87454930310864,218.43907874282425,232.9352255402803,27254669.0,RELIANCE.NS,False,False,236.1313198658129,213.80199532224194,False,False,True,0.0,0.0,1.0,217.65899658203125,2000.0,918.8685197518315,0.0,1.0,0.0,1.0,0.0
2016-01-19 00:00:00,226.13133239746094,227.47476326556642,219.73915126171534,222.9677507216408,21489315.0,RELIANCE.NS,False,False,236.1313198658129,213.80199532224194,False,False,True,0.0,0.0,1.0,217.65899658203125,2000.0,918.8685197518315,0.0,1.0,0.0,1.0,0.0
2016-01-20 00:00:00,217.6698455810547,224.24620352988683,214.51709743670557,224.24620352988683,45114225.0,RELIANCE.NS,False,False,236.1313198658129,213.80199532224194,False,False,True,0.0,0.0,1.0,217.65899658203125,2000.0,918.8685197518315,0.0,1.0,0.0,1.0,0.0
2016-01-21 00:00:00,213.26031494140625,222.26353574318838,211.63518843584404,220.48673481382508,31768619.0,RELIANCE.NS,False,True,236.1313198658129,211.63518843584404,False,False,True,0.0,0.0,1.0,217.65899658203125,2000.0,918.8685197518315,0.0,1.0,0.0,1.0,0.0
2016-01-22 00:00:00,217.58316040039062,219.0674463300032,215.39465734314572,215.39465734314572,23682648.0,RELIANCE.NS,False,False,236.1313198658129,211.63518843584404,False,False,True,0.0,0.0,1.0,217.65899658203125,2000.0,918.8685197518315,0.0,1.0,0.0,1.0,0.0
2016-01-25 00:00:00,217.53981018066406,220.74672734037276,216.68390422652828,218.85073936338725,13099564.0,RELIANCE.NS,False,False,236.1313198658129,211.63518843584404,False,False,True,0.0,0.0,1.0,217.65899658203125,2000.0,918.8685197518315,0.0,1.0,0.0,1.0,0.0
2016-01-27 00:00:00,216.5430908203125,218.8507667692877,216.02304974376474,218.43907903472584,17251028.0,RELIANCE.NS,False,False,236.1313198658129,211.63518843584404,False,False,True,0.0,0.0,1.0,217.65899658203125,2000.0,918.8685197518315,0.0,1.0,0.0,1.0,0.0
2016-01-28 00:00:00,220.34588623046875,221.40765062140753,216.0555509736724,216.90062314554362,23074633.0,RELIANCE.NS,False,False,236.1313198658129,211.63518843584404,False,False,True,0.0,0.0,1.0,217.65899658203125,2000.0,918.8685197518315,0.0,1.0,0.0,1.0,0.0
2016-01-29 00:00:00,224.35450744628906,225.3512538999465,220.58421381889255,220.79005765552003,19177163.0,RELIANCE.NS,False,False,236.1313198658129,211.63518843584404,False,False,True,0.0,0.0,1.0,217.65899658203125,2000.0,918.8685197518315,0.0,1.0,0.0,1.0,0.0
2016-02-01 00:00:00,223.24945068359375,225.741317136433,222.2202024398864,225.34044883358007,9918809.0,RELIANCE.NS,True,False,225.741317136433,211.63518843584404,False,False,True,0.0,0.0,1.0,217.65899658203125,2000.0,918.8685197518315,0.0,1.0,0.0,1.0,0.0
2016-02-02 00:00:00,216.93310546875,223.79114382847345,214.62541526566855,223.2494350258033,14771279.0,RELIANCE.NS,False,False,225.741317136433,211.63518843584404,False,False,True,0.0,0.0,1.0,217.65899658203125,2000.0,918.8685197518315,0.0,1.0,0.0,1.0,0.0
2016-02-03 00:00:00,212.6536102294922,215.38383674034773,211.26684366294648,214.08372681168277,15691478.0,RELIANCE.NS,False,False,225.741317136433,211.63518843584404,False,False,True,0.0,0.0,1.0,217.65899658203125,2000.0,918.8685197518315,0.0,1.0,0.0,1.0,0.0
2016-02-04 00:00:00,210.84429931640625,216.90061592956934,209.25167447968684,214.08371842669246,18203784.0,RELIANCE.NS,False,False,225.741317136433,211.63518843584404,False,True,True,0.0,0.0,1.0,217.65899658203125,2000.0,918.8685197518315,0.0,1.0,0.0,1.0,0.0
2016-02-05 00:00:00,210.37843322753906,212.7836141446888,208.3199367153294,212.15523419626544,20998404.0,RELIANCE.NS,False,False,225.741317136433,211.63518843584404,False,True,True,0.0,1.0,-1.0,210.37843322753906,2000.0,950.6677891439847,0.0,1.0,0.0,1.0,0.0
2016-02-08 00:00:00,208.2440948486328,213.39033601416665,207.57236490013193,210.42176407638163,12078110.0,RELIANCE.NS,False,False,225.741317136433,211.63518843584404,False,True,True,0.0,1.0,-1.0,210.37843322753906,2000.0,950.6677891439847,0.0,1.0,0.0,1.0,0.0
2016-02-09 00:00:00,207.47486877441406,209.92339975651325,205.84974219975453,206.47812216097438,19603494.0,RELIANCE.NS,False,False,225.741317136433,211.63518843584404,False,True,True,0.0,1.0,-1.0,210.37843322753906,2000.0,950.6677891439847,0.0,1.0,0.0,1.0,0.0
